airport_id,date_visited,callsign,notes
LEE,1/5/2023,N456TH,BE76 Beechcraft Duchess Training.  Multi engine currency.
LEE,1/4/2023,N365C,"CSES Training Per ACS.  CFI Mercer Lee, 3808366CFII Exp 12/24"
EYW,12/15/2022,N7336J,"Key West, Master WINGS with Kyle."
EYW,12/4/2022,N7336J,"Checkout with Kyle Campbell, 373572CFI, exp 9/23."
EYW,11/16/2022,N92CM,Flight in Brown bomber with CP
EYW,11/12/2022,N92CM,"Checkout to rent N92CM, Cessna 182, N model."
4N1,10/30/2022,N657SP,Stage 3 check for Aaron M.
N12,10/29/2022,N6371J,Home from Lakewood
4N1,10/29/2022,N6371J,Home from Lakewood
N07,10/23/2022,N6371J,Bring 71J home to 4N1.
4N1,10/23/2022,N6371J,Bring 71J home to 4N1.
WWD,10/22/2022,N316AS,Inst lesson 17 wi5 Sheldon and Jaymes.  Home from Cape May.
4N1,10/22/2022,N316AS,Inst lesson 17 wi5 Sheldon and Jaymes.  Home from Cape May.
4N1,10/21/2022,N490SP,VFR night nori night to CDW and then solo back to 4N1.
CDW,10/21/2022,N490SP,VFR night nori night to CDW and then solo back to 4N1.
CDW,10/19/2022,N490SP,CFI Checkout with Chris Straub. Sat.
PVD,10/16/2022,N6371J,VFR home from KPVD
N07,10/16/2022,N6371J,VFR home from KPVD
EWB,10/15/2022,N6371J,VFR reposition from New Brunswick to Providence
PVD,10/15/2022,N6371J,VFR reposition from New Brunswick to Providence
N07,10/14/2022,N6371J,IFP XC solo USCGR
EWB,10/14/2022,N6371J,IFP XC solo USCGR
CDW,10/12/2022,N490SP,CFI checkout with Chris Straub
FWN,10/12/2022,N490SP,CFI checkout with Chris Straub
CDW,10/10/2022,N7901G,Night work with Adam Raines.
MGJ,10/10/2022,N7901G,Night work with Adam Raines.
CDW,10/8/2022,N316AS,Instrument flight for Sheldon.
12N,10/8/2022,N657SP,VFR - interview flight for CFI Chris Straub
1B1,10/8/2022,N657SP,VFR XC dual stage check 2.  Kevin Morrison.
CDW,9/30/2022,N316AS,VFR night with Andrew T
4N1,9/30/2022,N316AS,Reposition 316AS to KCDW.
MGJ,9/30/2022,N316AS,Instrument stage check 2 for Ryan Herman.
N07,9/30/2022,N6371J,VFR solo to N07
4N1,9/27/2022,N6371J,VFR solo to Sullivan KMSV
MSV,9/27/2022,N6371J,VFR solo to Sullivan KMSV
4N1,9/25/2022,N316AS,Lesson 9 & 10 instrument with Sheldon
CDW,9/24/2022,N222R,USCG Aux fm cape cod.  BFR Prep for Larry Williamson
4N1,9/21/2022,N411ML,Flight with Lou.
MGJ,9/21/2022,N316AS,Assistant Chief Instructor Checkride.  Chez Fogel
ACY,9/18/2022,N6371J,VFR XC home from ACY
4N1,9/18/2022,N6371J,VFR XC home from ACY
4N1,9/17/2022,N6371J,VFR XC to Atlantic City
ACY,9/17/2022,N6371J,VFR XC to Atlantic City
4N1,9/13/2022,N490SP,Lesson with Major John on landings.
MGJ,9/13/2022,N490SP,Lesson with Major John on landings.
4N1,9/10/2022,N657SP,Re-intro flight with Bob from Hawthorne
MGJ,9/10/2022,N657SP,Re-intro flight with Bob from Hawthorne
PVD,9/4/2022,N6371J,VFR home from KPVD
4N1,9/4/2022,N6371J,VFR home from KPVD
4N1,9/3/2022,N6371J,VFR to Providence
PVD,9/3/2022,N6371J,VFR to Providence
4N1,9/2/2022,N8511N,Instrument instruction for Brian Kendergain
MGJ,9/2/2022,N8511N,Instrument instruction for Brian Kendergain
4N1,8/28/2022,N6371J,Skyline Route - Isabele
ISP,8/27/2022,N6371J,VFR night from KISP
4N1,8/27/2022,N6371J,VFR night from KISP
MGJ,8/27/2022,N8511N,VFR approaches with Brian Kindergan.
FRG,8/26/2022,N6371J,VFR night to 4N1 with a go around at 4n1 for deer
4N1,8/26/2022,N6371J,VFR night to 4N1 with a go around at 4n1 for deer
BID,8/26/2022,N6371J,VFR back to Republic with Isabele.  Weather avoidance.
4N1,8/21/2022,N476SP,"Lesson with Sarah Z .  Stall power off, Flaps failure, xwind no-flaps landing."
ABE,8/21/2022,N316AS,IFP with Sheldon.  KABE ILS24.
4N1,8/20/2022,N8511N,Instrument given.  Brian Kindergan.  Cherokee 235.  KMGJ ILS04 & VOR08.  4N1 RNAV06 &24.  2 Holds
MGJ,8/20/2022,N8511N,Instrument given.  Brian Kindergan.  Cherokee 235.  KMGJ ILS04 & VOR08.  4N1 RNAV06 &24.  2 Holds
4N1,8/15/2022,N657SP,Final stage check prep - Justin Smith.
MGJ,8/15/2022,N657SP,Final stage check prep - Justin Smith.
4N1,8/14/2022,N316AS,Solo endorsement check for Dov Stark.  90 day solo & solo to KMGJ
MGJ,8/14/2022,N316AS,Solo endorsement check for Dov Stark.  90 day solo & solo to KMGJ
4N1,8/13/2022,N476SP,Lesson 25 for Justin Smith.  Stage 3 check.
12N,8/13/2022,N476SP,Lesson 25 for Justin Smith.  Stage 3 check.
FWN,8/13/2022,N476SP,Lesson 25 for Justin Smith.  Stage 3 check.
4N1,8/12/2022,N476SP,Lesson 24 for Justin Smith.
MGJ,8/12/2022,N476SP,Lesson 24 for Justin Smith.
ISP,8/11/2022,N6371J,VFR Night XC solo.  Home from Islip.
4N1,8/11/2022,N6371J,VFR Night XC solo.  Home from Islip.
4N1,8/10/2022,N476SP,"Aiden Manga check ride prep.  Short, soft, normal, and power off 180"
ESN,8/7/2022,N6371J,VFR XC solo.  Easton to home. Go around. XWind LNDG.
4N1,8/7/2022,N6371J,VFR XC solo.  Easton to home. Go around. XWind LNDG.
RWI,8/7/2022,N6371J,"IFP XC solo.  Rocky Mount to Easton, MD.  Lunch with Sarah and John Hill."
SAV,8/7/2022,N6371J,IFP XC Solo.  Savannah to Rocky Mount.  RNAV04 at KRWI.
SSI,8/6/2022,N6371J,VFR XC from ST Simmons back to SAV.
SAV,8/6/2022,N6371J,VFR XC from ST Simmons back to SAV.
OFP,8/5/2022,N6371J,VFR XC solo.  Hannover to Savannah.
SAV,8/5/2022,N6371J,VFR XC solo.  Hannover to Savannah.
FCI,8/5/2022,N6371J,"ATP Single Engine Practical Exam.  DPE John Phelps, examiner Number 999995474.  Expires 5/31/2023."
OFP,8/4/2022,N6371J,"3 approaches, 2 holds.  VFR with Wayne Bullock."
FCI,8/4/2022,N6371J,"3 approaches, 2 holds.  VFR with Wayne Bullock."
OFP,8/3/2022,N6371J,VFR solo maneuvers and Checkride prep.  No flaps landing.
FCI,8/3/2022,N6371J,VFR solo maneuvers and Checkride prep.  No flaps landing.
OFP,8/2/2022,N6371J,"Instrument take-off, go around, missed approach, holding, ILS33."
FCI,8/2/2022,N6371J,"Instrument take-off, go around, missed approach, holding, ILS33."
OFP,8/1/2022,N6371J,"Dual received.  Stall series, steep turns, RNAV28 at KXSA to missed.  Wayne Bullock, 1969084CFII, exp 4/2024."
XSA,8/1/2022,N6371J,"Dual received.  Stall series, steep turns, RNAV28 at KXSA to missed.  Wayne Bullock, 1969084CFII, exp 4/2024."
4N1,7/31/2022,N6371J,VFR XC solo.  To Hanover County.
OFP,7/31/2022,N6371J,VFR XC solo.  To Hanover County.
PVD,7/27/2022,N6371J,VFR XC solo.  USCGR home from Providence.
4N1,7/27/2022,N6371J,VFR XC solo.  USCGR home from Providence.
EWB,7/25/2022,N6371J,IFP solo actual. New Bedford to Providence. Gusty.  ILS23.
PVD,7/25/2022,N6371J,IFP solo actual. New Bedford to Providence. Gusty.  ILS23.
PVC,7/25/2022,N6371J,IFP from Provincetown to New Bedford.  Actual.  Gusty.  RNAV23.
EWB,7/23/2022,N6371J,New Bedford to Provincetown with Brian and Gina.
PVC,7/23/2022,N6371J,New Bedford to Provincetown with Brian and Gina.
4N1,7/23/2022,N6371J,"VFR XC solo to New Bedford, MA, KEWB."
GON,7/22/2022,N6371J,VFR XC solo.  Home from Groton.
4N1,7/22/2022,N6371J,VFR XC solo.  Home from Groton.
4N1,7/21/2022,N6371J,IFP to Groton.  Actual. RNAV23.  With Jessica Karklin to 3EB concert.
GON,7/21/2022,N6371J,IFP to Groton.  Actual. RNAV23.  With Jessica Karklin to 3EB concert.
4N1,7/20/2022,N657SP,CPL night towered landings with Jack Heublum.
SWF,7/20/2022,N657SP,CPL night towered landings with Jack Heublum.
FRG,7/20/2022,N6371J,Home from Farmingdale
BDR,7/20/2022,N744JN,PPL part 61 prep with Aiden Sachs
GON,7/20/2022,N744JN,PPL pt 61 prep with Aiden Sachs
4N1,7/19/2022,N657SP,Night local with Andres Mayer. Lesson 17.
MGJ,7/19/2022,N657SP,Night local with Andres Mayer. Lesson 17.
4N1,7/17/2022,N316AS,Intro to instrument with Sheldon.
SWF,7/17/2022,N316AS,Intro to instrument with Sheldon.
4N1,7/16/2022,N657SP,"Final course Check completion with Aiden Manga, satisfactory."
4N1,7/15/2022,N490SP,141 annual currency check with Chief Pilot Dr. Rich Mardello.
MGJ,7/15/2022,N490SP,141 annual currency check with Chief Pilot Dr. Rich Mardello.
4N1,7/14/2022,N476SP,Sarah Zambriske.  Presolo stage check prep.
4N1,7/13/2022,N316AS,Lesson 8 Presolo prep for Hudson Eisle.
4N1,7/10/2022,N316AS,Rich Kobe tower and ATC work.
POU,7/10/2022,N316AS,Rich Kobe tower and ATC work.
MGJ,7/10/2022,N490SP,Sarah Z.  Take offs and landings.
12N,7/10/2022,N476SP,Aiden Manga pre-stage 3 check.
FWN,7/10/2022,N476SP,Aiden Manga pre-stage 3 check.
4N1,7/9/2022,N6371J,C172 orientation for Nouri
MGJ,7/9/2022,N657SP,Lesson 3 with Nick Mack.
POU,7/9/2022,N316AS,Inst lesson with Sheldon Teperman.  ILS06 at KPOU and RNAV24 at 4N1.
4N1,7/7/2022,N657SP,Lesson with Sarah Z.  Mostly landings. Some sim inst and slow flight.
GON,7/5/2022,N6371J,VFR XC gps direct.
4N1,7/5/2022,N6371J,VFR XC gps direct.
PBG,7/4/2022,N6371J,Plattsburgh to Groton with Brian and Gina. IFP. Actual. Visual RNAV23.
GON,7/4/2022,N6371J,Plattsburgh to Groton with Brian and Gina. IFP. Actual. Visual RNAV23.
4N1,7/1/2022,N6371J,To Plattsburgh with Brian and Gina.
PBG,7/1/2022,N6371J,To Plattsburgh with Brian and Gina.
4N1,6/30/2022,N316AS,Work with Sheldon on WIRE and Xwinds
MGJ,6/29/2022,N6371J,VFR night landings night currency.
4N1,6/29/2022,N6371J,VFR night landings night currency.
FRG,6/29/2022,N744JN,"First flight with Aiden Sachs.  Slow flight, Stalls, steep turns, pattern."
4N1,6/28/2022,N9563A,Stalls and pattern work.  W/Andy Sanchez
4N1,6/26/2022,N9563A,C172 check out with Tom Cenicola
MGJ,6/26/2022,N9563A,C172 check out with Tom Cenicola
SWF,6/26/2022,N316AS,Tower work with Dov Stark
4N1,6/25/2022,N9563A,"Steep turns, hood work, landing practice with Andrew Tolan"
N89,6/25/2022,N316AS,Flight with Sheldon to a Resnick.
OXC,6/25/2022,N316AS,Instrument flight lesson 21 with Daniel Baez.
4N1,6/24/2022,N476SP,Tim Krasnopolskyi - pre stage 1 flight.
4N1,6/20/2022,N490SP,XC tower work with Alex Spitzer.
BDR,6/20/2022,N490SP,XC tower work with Alex Spitzer.
4N1,6/19/2022,N657SP,Crosswind Takeoffs and landings with Andy Sanchez.
MGJ,6/19/2022,N657SP,Crosswind Takeoffs and landings with Andy Sanchez.
N12,6/18/2022,N6371J,Lakewood USCG sandy hook
4N1,6/18/2022,N6371J,Lakewood USCG sandy hook
4N1,6/15/2022,N657SP,C172 orientation for Sergio
SWF,6/15/2022,N657SP,C172 orientation for Sergio
MGJ,6/15/2022,N657SP,C172 orientation for Sergio
12N,6/15/2022,N657SP,C172 orientation for Sergio
4N1,6/5/2022,N6371J,"Approaches with Tim Torchia.  ILS04 at KMGJ, hold at WAMUV, RNAV24 at 4N1."
MGJ,6/5/2022,N6371J,"Approaches with Tim Torchia.  ILS04 at KMGJ, hold at WAMUV, RNAV24 at 4N1."
4N1,5/30/2022,N476SP,"Presolo work, T/Os and LNDGs.  Aaron mermelstein."
MGJ,5/30/2022,N476SP,"Presolo work, T/Os and LNDGs.  Aaron mermelstein."
4N1,5/29/2022,N476SP,Stage Check 1 with Andres Mayer.
12N,5/29/2022,N657SP,Stage Check 3 with Brenton VanBeke.
BID,5/25/2022,N6371J,VFR night XC home from block island.
4N1,5/25/2022,N6371J,VFR night XC home from block island.
GON,5/25/2022,N6371J,VFR night XC home from block island.
MTP,5/25/2022,N6371J,Spring Flyout Challenge 2022.  Montauk to Block Island.
42B,5/25/2022,N6371J,Spring Flyout Challenge 2022.  Goodspeed to Montauk.
4N1,5/15/2022,N316AS,Lesson 3 with Hudson
SWF,5/15/2022,N316AS,IFR training with Daniel Baez.  ILS 27 and RNAV24 with a hold.
RDG,5/11/2022,N6371J,VFR solo XC home from Reading
4N1,5/11/2022,N6371J,VFR solo XC home from Reading
N07,5/11/2022,N6371J,Spring Fly Out Challenge 2022.  VFR solo.  Lincoln Park & Reading.
4N1,5/8/2022,N316AS,Nick Anzano.  Commercial pt 61.  Take offs landings and steep turns.
MGJ,5/8/2022,N316AS,Nick Anzano.  Commercial pt 61.  Take offs landings and steep turns.
4N1,5/1/2022,N9563A,Lesson 4 with Aaron Metersfield
MGJ,5/1/2022,N476SP,Stage 3 prep with Aiden
12N,5/1/2022,N316AS,VFR with Nick Anzano short and soft field takeoffs at Areoflex.
N89,4/30/2022,N6371J,"VFR solo, pick up 71J."
4N1,4/30/2022,N6371J,"VFR solo, pick up 71J."
4N1,4/27/2022,N6371J,VFR solo to Resnick to drop off 71J with Kate
N89,4/27/2022,N6371J,VFR solo to Resnick to drop off 71J with Kate
4N1,4/24/2022,N476SP,Lucas Warner.  Pre solo check. Needs more work
1B1,4/24/2022,N476SP,"Alex Spitzer, XC dual to Columbia County"
HYA,4/23/2022,N6371J,VFR XC Solo.  Hyannis to home USCGR
4N1,4/23/2022,N6371J,VFR XC Solo.  Hyannis to home USCGR
4N1,4/22/2022,N6371J,VFR solo XC to Hyannis for USCGR drill
HYA,4/22/2022,N6371J,VFR solo XC to Hyannis for USCGR drill
4N1,4/20/2022,N6371J,VFR solo pattern RWY04
MGJ,4/20/2022,N6371J,VFR solo pattern RWY04
MGJ,4/15/2022,N476SP,VFR home w/ Alex
4N1,4/15/2022,N476SP,VFR home w/ Alex
N66,4/13/2022,N6371J,VFR Night XC from N66 with Peter and Molly.
4N1,4/13/2022,N6371J,VFR Night XC from N66 with Peter and Molly.
4N1,4/12/2022,N490SP,Instrument training for Mark Beeby.  ILS27 at KSWF.  RNAV 06&24 + hold at 4N1.
OXC,4/10/2022,N6371J,VFR home with Joe I.  Loop over upper Greenwood lake.
4N1,4/10/2022,N6371J,VFR home with Joe I.  Loop over upper Greenwood lake.
4N1,4/9/2022,N6371J,To OXC with Joe I. for Brian's bachelor party.
OXC,4/9/2022,N6371J,To OXC with Joe I. for Brian's bachelor party.
4N1,4/5/2022,N490SP,VFR w/ Michael Dong.  XWind landing. Go arounds.
SMQ,4/5/2022,N6371J,VFR solo home from Somerset.
39N,4/5/2022,N6371J,VFR aux air Checkride with Ken Hoeg.  RNAV 10 & 28  sim inst.
N89,4/4/2022,N6371J,"VFR Solo from Resnick to KMGJ, to 4N1.  Turns around a point, steep turns, STurns, stalls, VOR check over High Point."
4N1,4/4/2022,N6371J,"VFR Solo from Resnick to KMGJ, to 4N1.  Turns around a point, steep turns, STurns, stalls, VOR check over High Point."
MGJ,4/4/2022,N6371J,"VFR Solo from Resnick to KMGJ, to 4N1.  Turns around a point, steep turns, STurns, stalls, VOR check over High Point."
4N1,3/30/2022,N6371J,VFR solo to Resnick to pick up Kate.
N89,3/30/2022,N6371J,VFR solo to Resnick to pick up Kate.
4N1,3/26/2022,N9563A,Intro flight for Vernon guy.
4N1,3/18/2022,N476SP,Lesson 7 with Justin Smith.
4N1,3/16/2022,N9563A,Lesson 7 for Justin Smith
1N7,3/16/2022,N516AB,Flight review for Eric Detmer.
N07,3/16/2022,N516AB,Flight review for Eric Detmer.
FWN,3/16/2022,N516AB,Flight review for Eric Detmer.
ISP,3/15/2022,N6371J,VFR to 4N1. XC night solo.
4N1,3/15/2022,N6371J,VFR to 4N1. XC night solo.
4N1,3/14/2022,N657SP,Intro lesson for Brandon with Kelly.
4N1,3/5/2022,N657SP,Intro flight 2x for Techdo couple (From Georgia)
FWN,3/5/2022,N657SP,Intro flight 2x for Techdo couple (From Georgia)
POU,3/5/2022,N316AS,Sheldon flight following and tower work.
4N1,3/4/2022,N6371J,Night currency. 3 night take offs and landings to full stop.
TTN,3/4/2022,N6371J,VFR XC solo.  Home from Trenton.  PIREP & flight following.
4N1,3/2/2022,N6371J,VFR XC solo to Trenton.
TTN,3/2/2022,N6371J,VFR XC solo to Trenton.
TTN,3/1/2022,N6371J,VFR XC solo from Trenton to 4N1
4N1,3/1/2022,N6371J,VFR XC solo from Trenton to 4N1
1N7,2/26/2022,N6371J,VFR Solo Blairstown to Trenton.  One lap in the pattern at Blairstown.
TTN,2/26/2022,N6371J,VFR Solo Blairstown to Trenton.  One lap in the pattern at Blairstown.
4N1,2/26/2022,N6371J,VFR solo to Blairstown
MGJ,2/26/2022,N476SP,XWind work with Alex Spitzer Orange County and home.
4N1,2/21/2022,N657SP,Intro flight for Hannah Mermelstein.
06N,2/21/2022,N657SP,VFR presolo check stage 1 unsat with Avri Levovitz
12N,2/21/2022,N316AS,"VFR G1000 NAV training with Sheldon.  Short field work at Aeroflex,"
4N1,2/20/2022,N657SP,VFR Checkride prep with Chuck S.
N07,2/20/2022,N657SP,VFR Checkride prep with Chuck S.
06N,2/20/2022,N9563A,Check ride prep with Ben A.
LNS,2/15/2022,N2391Q,VFR.  TOs and landings.  Tower work.
1N7,2/15/2022,N2391Q,VFR.  TOs and landings.  Tower work.
RDG,2/15/2022,N2391Q,VFR.  TOs and landings.  Tower work.
ABE,2/15/2022,N2391Q,VFR.  TOs and landings.  Tower work.
ABE,2/11/2022,N657SP,VFR night XC with Alex Spitzer.  2 night landings at 4N1.
4N1,2/11/2022,N657SP,VFR night XC with Alex Spitzer.  2 night landings at 4N1.
44N,2/6/2022,N6371J,Home from sky acres with Brian
4N1,2/6/2022,N6371J,Home from sky acres with Brian
12N,2/6/2022,N476SP,Checkride prep with Aden manga.  Stalls. Soft & short field.
4N1,1/23/2022,N657SP,Intro flight with Hosumi Batillo
1B1,1/23/2022,N657SP,VFR XC dual with Alex Spitzer. lesson 17. 1 lap at 1B1 and go around at 4N1.
4N1,1/8/2022,N476SP,VFR Night Lesson 16 w/ Alex Spitzer. 7 total night landings.
MGJ,1/8/2022,N476SP,VFR Night Lesson 16 w/ Alex Spitzer. 7 total night landings.
1N7,1/8/2022,N6371J,VFR solo. 1N7 direct 4N1
LNS,1/8/2022,N6371J,Lancaster to Blairstown with Nick Lerro safety pilot. RNAV25 VTF.
ABE,1/8/2022,N6371J,"VFR approaches with Nick Lerro safety pilot.  KABE ILS06, KRDG ILS36 w/hold, KLNS VOR08."
RDG,1/8/2022,N6371J,"VFR approaches with Nick Lerro safety pilot.  KABE ILS06, KRDG ILS36 w/hold, KLNS VOR08."
4N1,1/4/2022,N6371J,VFR. Skyline route with Maria.
ISP,12/5/2021,N6371J,VFR night XC solo
4N1,12/5/2021,N6371J,VFR night XC solo
DXR,12/5/2021,N6371J,VFR Danbury to Islip with Peter.
44N,12/5/2021,N657SP,"Lesson 15 w/ Alex Spitzer.  Alternator failure.  Straight in, no flaps landing."
SWF,12/5/2021,N657SP,"Lesson 15 w/ Alex Spitzer.  Alternator failure.  Straight in, no flaps landing."
ISP,12/4/2021,N6371J,VFR solo XC direct 4N1
4N1,12/4/2021,N6371J,VFR solo XC direct 4N1
DXR,12/4/2021,N6371J,VFR fm Danbury to Islip
FOK,12/4/2021,N6371J,VFR to Danbury
4N1,11/28/2021,N657SP,Pattern work with Roberto Flogar
1B1,11/24/2021,N6371J,VFR XC solo night.  Visual RNAV24 at 4N1.
4N1,11/24/2021,N6371J,VFR XC solo night.  Visual RNAV24 at 4N1.
FWN,11/21/2021,N476SP,Crosswind landings with Alex at 4N1.
4N1,11/21/2021,N476SP,Crosswind landings with Alex at 4N1.
12N,11/21/2021,N476SP,Andover for short field with Alex Spitzer.  KFWN for short field.
4N1,11/20/2021,N316AS,VFR lesson with Sheldon
POU,11/20/2021,N316AS,VFR lesson with Sheldon
MGJ,11/20/2021,N316AS,VFR lesson with Sheldon
FWN,11/20/2021,N6371J,VFR solo fm Sussex to 4N1
CDW,11/17/2021,N375MT,VFR Night solo.  Matt's Cirrus from Paragon to 4N1.
4N1,11/17/2021,N375MT,VFR Night solo.  Matt's Cirrus from Paragon to 4N1.
4N1,11/14/2021,N657SP,Alex Spitzer presolo prep.  Alex's first solo!
FWN,11/14/2021,N476SP,Stage 3 prep with Chuck.
N45,11/14/2021,N657SP,"Ryan Provost, Checkride prep."
MGJ,11/14/2021,N657SP,"Ryan Provost, Checkride prep."
N12,11/11/2021,N6371J,Home from Lakewood
4N1,11/11/2021,N6371J,Home from Lakewood
4N1,11/7/2021,N490SP,"Presolo work, pt 61 with Jimmy John."
MGJ,11/7/2021,N490SP,Pre solo work with Alex Spitzer
4N1,11/6/2021,N657SP,Stage 2 check for Benton
GON,11/6/2021,N6371J,VFR XC solo.  Home from KGON. Heated hangar
4N1,11/5/2021,N6371J,"VFR XC solo, last Sandlewood Lane Weekend"
GON,11/5/2021,N6371J,"VFR XC solo, last Sandlewood Lane Weekend"
HPN,11/5/2021,N375MT,Back from White Plains with Matt.
4N1,11/4/2021,N375MT,"VFR XC cirrus intro with Brandon Melendez, 3823363CFI, exp02/22."
ABE,11/4/2021,N375MT,"VFR XC cirrus intro with Brandon Melendez, 3823363CFI, exp02/22."
1B1,11/4/2021,N375MT,"VFR XC with Brandon Melendez 3823363CFI, exp02/22"
MGJ,11/4/2021,N316AS,Lesson 16 with Aiden Manga.
BAF,11/4/2021,N375MT,VFR Westfield to Columbia county.  Landing practice.
4N1,11/3/2021,N375MT,"VFR cirrus introduction, XC, night. With Brandon Melendez, 3823763CFI, exp 02/22."
ACY,11/3/2021,N375MT,"VFR cirrus introduction, XC, night. With Brandon Melendez, 3823763CFI, exp 02/22."
4N1,10/31/2021,N490SP,"X-wind and pattern work, stall series, w/Jason"
MGJ,10/31/2021,N490SP,"X-wind and pattern work, stall series, w/Jason"
4N1,10/30/2021,N316AS,"IFP actual with Keith ILS at Stewart, RNAV24 at 4N1"
SWF,10/30/2021,N316AS,"IFP actual with Keith ILS at Stewart, RNAV24 at 4N1"
4N1,10/28/2021,N2363S,Flight Review for Dennis Schoenrock PPL 3206566.
4N1,10/24/2021,N316AS,Pattern work with Rich Cole.  Power off 180.
MMK,10/24/2021,N6371J,VFR XC solo home from Jeff & Lisa's wedding.
4N1,10/23/2021,N6371J,Pre solo work with Alex Spitzer.
MMK,10/23/2021,N6371J,VFR XC solo to Lisa and Jeff's wedding
4N1,10/17/2021,N657SP,Presolo prep with Alex Spitzer.
FRG,10/17/2021,N316AS,"IFP to republic, RNAV31 and RNAV24.  Actual and 1.7 instrument given."
4N1,10/8/2021,N6371J,"VFR solo.  Pics of track, commercial maneuvers over practice area."
SWF,10/7/2021,N6064P,VFR Solo reposition flight
4N1,10/7/2021,N6064P,VFR Solo reposition flight
4N1,10/3/2021,N316AS,Flight Review work with Morochai Elkobi
44N,10/3/2021,N490SP,T/Os and landings with Alex Spitzer
4N1,10/2/2021,N316AS,"BFR, XC Night lesson with Rich Cole.  2 towered and 1 non-towered night landing"
BDR,10/2/2021,N316AS,"BFR, XC Night lesson with Rich Cole.  2 towered and 1 non-towered night landing"
ACY,10/1/2021,N6371J,VFR night XC solo home from AC
4N1,10/1/2021,N6371J,VFR night XC solo home from AC
1B1,10/1/2021,N657SP,Stage 2 check for Chuck S. 2 landings at 1B1.
4N1,9/29/2021,N490SP,Stage 1 Check - Aiden M
FWN,9/26/2021,N6371J,XWind landing with Alex Spitzer
4N1,9/26/2021,N6371J,XWind landing with Alex Spitzer
MGJ,9/26/2021,N6371J,T/Os and landings with Alex Spitzer.
BLM,9/25/2021,N6371J,VFR XC solo.  KBLM to the beach. Pattern work at 4N1.
4N1,9/25/2021,N6371J,VFR XC solo.  KBLM to the beach. Pattern work at 4N1.
4N1,9/24/2021,N6371J,"VFR XC solo to KBLM, bravo clearance"
BLM,9/24/2021,N6371J,"VFR XC solo to KBLM, bravo clearance"
4N1,9/19/2021,N657SP,Stage 3 check for Mike UK.
12N,9/19/2021,N657SP,Stage 3 check for Mike UK.
FWN,9/19/2021,N657SP,Stage 3 check for Mike UK.
MMU,9/19/2021,N657SP,Fm MMU with Chuck
1N7,9/19/2021,N657SP,
ISP,9/18/2021,N6371J,VFR solo night XC
4N1,9/18/2021,N6371J,VFR solo night XC
BDR,9/18/2021,N6371J,VFR solo night XC
N66,9/18/2021,N6371J,IFP Night XC actual fm N66 to KISP via LOVES2 arrival.
4N1,9/12/2021,N490SP,To sky acres with Alex Spitzer
44N,9/12/2021,N490SP,To sky acres with Alex Spitzer
20N,9/12/2021,N6371J,VFR solo XC to Kingston and return
MGJ,9/12/2021,N490SP,Lesson 8 with Alex Spitzer
4N1,9/6/2021,N316AS,VFR night XC to Allentown with Chuck S.  Lesson 18
ABE,9/6/2021,N316AS,VFR night XC to Allentown with Chuck S.  Lesson 18
MGJ,9/6/2021,N490SP,Lesson 7 part 2 complete.  Alex Spitzer.
ACY,9/4/2021,N6371J,VFR.  AC to Cape May with Brian and Gina.
WWD,9/4/2021,N6371J,VFR.  AC to Cape May with Brian and Gina.
N12,9/4/2021,N6371J,VFR night solo XC bravo clearance
4N1,9/4/2021,N6371J,VFR night solo XC bravo clearance
CDW,9/3/2021,N6371J,IFP XC actual Caldwell to AC with Brian and Gina.  ILS31
ACY,9/3/2021,N6371J,IFP XC actual Caldwell to AC with Brian and Gina.  ILS31
4N1,9/2/2021,N9563A,"Checkride Prep PPL, for Mike Uk."
MGJ,9/2/2021,N9563A,"Checkride Prep PPL, for Mike Uk."
4N1,8/31/2021,N316AS,Lesson #2 for Tyler kiburz.
CDW,8/31/2021,N6371J,71J to c&w.
4N1,8/28/2021,N490SP,Pattern work with Alex Spitzer.
WST,8/28/2021,N6371J,IFR XC actual RNAV24 circle 06 with a hold at WAMUV.  Brian Belluzzi
ISP,8/27/2021,N780DA,Aux air south shore.  Volpolo.
4N1,8/25/2021,N316AS,Intro flight for Nicole Hantano
1B1,8/24/2021,N490SP,Home from 1B1.
4N1,8/24/2021,N490SP,Home from 1B1.
ONX,8/19/2021,N6371J,Home from NC.   VFR XC solo.
4N1,8/19/2021,N6371J,Home from NC.   VFR XC solo.
FFA,8/19/2021,N6371J,VFR Currituck for fuel.
WWD,8/19/2021,N6371J,IFP XC solo actual.  Cape May to First Flight Airfield.  #nationalaviationday
4N1,8/18/2021,N6371J,IFP. XC solo. Actual. 4N1 to Cape May.  Finelli family vacation.
WWD,8/18/2021,N6371J,IFP. XC solo. Actual. 4N1 to Cape May.  Finelli family vacation.
N07,8/17/2021,N6371J,71J home from Lincoln park.  Lake loop and 2 laps in the pattern.
4N1,8/17/2021,N6371J,71J home from Lincoln park.  Lake loop and 2 laps in the pattern.
OFP,8/16/2021,N17055,"***CFI AME Practical Test/Checkride - Satisfactory. John Phelps, 999995474 DPE"
OFP,8/14/2021,N17055,"VFR solo right seat.  Slow flight, stalls, Vmc demo, steep turns, drag demo, XC flight to CJR, short field landing and t/o."
CJR,8/14/2021,N17055,"VFR solo right seat.  Slow flight, stalls, Vmc demo, steep turns, drag demo, XC flight to CJR, short field landing and t/o."
OFP,8/13/2021,N17055,"XC culver airport.  ACS maneuvers, stalls, steep turns, drag demo, Vmc demo."
