SITE_NO,airport_id,name,CITY,state,STATE_NAME,lat,long,latitude,longitude,ELEV,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,towered_status,airspace_b
1182,4F8,WILSON,STEPHENS,AR,ARKANSAS,33.44319444,-93.05430555,33.44319444,-93.05430555,230,PR,PU,Non-towered,
1186,SGT,STUTTGART MUNI CARL HUMPHREY FLD,STUTTGART,AR,ARKANSAS,34.59947852,-91.57500027,34.59947852,-91.57500027,224.4,PU,PU,Non-towered,
1188,TXK,TEXARKANA RGNL-WEBB FLD,TEXARKANA,AR,ARKANSAS,33.45371638,-93.99103055,33.45371638,-93.99103055,389.7,PU,PU,Towered,
1195.51,M27,WALDRON MUNI,WALDRON,AR,ARKANSAS,34.876,-94.10888888,34.876,-94.10888888,705,PU,PU,Non-towered,
1197,ARG,WALNUT RIDGE RGNL,WALNUT RIDGE,AR,ARKANSAS,36.12466666,-90.92511111,36.12466666,-90.92511111,279,PU,PU,Non-towered,
1200.1,3M9,WARREN MUNI/JOHN B FRAZER JR FLD,WARREN,AR,ARKANSAS,33.56044333,-92.08538861,33.56044333,-92.08538861,235,PU,PU,Non-towered,
1206.2,AWM,WEST MEMPHIS MUNI,WEST MEMPHIS,AR,ARKANSAS,35.13505555,-90.23444444,35.13505555,-90.23444444,212.7,PU,PU,Non-towered,
626,P01,ERIC MARCUS MUNI,AJO,AZ,ARIZONA,32.45289027,-112.8614083,32.45289027,-112.8614083,1450,PU,PU,Non-towered,
630.3,E51,BAGDAD,BAGDAD,AZ,ARIZONA,34.59289444,-113.1719486,34.59289444,-113.1719486,4195.7,PU,PU,Non-towered,
632.1,E95,BENSON MUNI/PAUL KERCHUM FLD,BENSON,AZ,ARIZONA,31.99944444,-110.3579722,31.99944444,-110.3579722,3830.9,PU,PU,Non-towered,
634,P04,BISBEE MUNI,BISBEE,AZ,ARIZONA,31.36399027,-109.8831286,31.36399027,-109.8831286,4780,PU,PU,Non-towered,
640.3,BXK,BUCKEYE MUNI,BUCKEYE,AZ,ARIZONA,33.42253388,-112.6862339,33.42253388,-112.6862339,1033,PU,PU,Non-towered,
640.5,IFP,LAUGHLIN/BULLHEAD INTL,BULLHEAD CITY,AZ,ARIZONA,35.15461444,-114.5593322,35.15461444,-114.5593322,707.1,PU,PU,Towered,
640.51,A20,SUN VALLEY,BULLHEAD CITY,AZ,ARIZONA,35.00563888,-114.5650278,35.00563888,-114.5650278,725,PR,PU,Non-towered,
642.9,CGZ,CASA GRANDE MUNI,CASA GRANDE,AZ,ARIZONA,32.95489805,-111.76682,32.95489805,-111.76682,1464.4,PU,PU,Non-towered,
648,CHD,CHANDLER MUNI,CHANDLER,AZ,ARIZONA,33.26909611,-111.8111211,33.26909611,-111.8111211,1243.4,PU,PU,Towered,
645.11,P19,STELLAR AIRPARK,CHANDLER,AZ,ARIZONA,33.29877111,-111.9157875,33.29877111,-111.9157875,1178.5,PR,PU,Non-towered,
653.01,E91,CHINLE MUNI,CHINLE,AZ,ARIZONA,36.10930555,-109.5754722,36.10930555,-109.5754722,5550,PU,PU,Non-towered,
658,CFT,GREENLEE COUNTY,CLIFTON/MORENCI,AZ,ARIZONA,32.95703863,-109.2111623,32.95703863,-109.2111623,3797.8,PU,PU,Non-towered,
660.7,AZC,COLORADO CITY MUNI,COLORADO CITY,AZ,ARIZONA,36.95994444,-113.0138889,36.95994444,-113.0138889,4873.8,PU,PU,Non-towered,
662,P08,COOLIDGE MUNI,COOLIDGE,AZ,ARIZONA,32.93602388,-111.4264728,32.93602388,-111.4264728,1576.1,PU,PU,Non-towered,
665,P52,COTTONWOOD,COTTONWOOD,AZ,ARIZONA,34.73005611,-112.0351372,34.73005611,-112.0351372,3560.3,PU,PU,Non-towered,
670.2,P03,COCHISE COLLEGE,DOUGLAS,AZ,ARIZONA,31.37131388,-109.6899528,31.37131388,-109.6899528,4146,PU,PU,Non-towered,
670,DGL,DOUGLAS MUNI,DOUGLAS,AZ,ARIZONA,31.34260277,-109.5064544,31.34260277,-109.5064544,4173,PU,PU,Non-towered,
671,DUG,BISBEE DOUGLAS INTL,DOUGLAS BISBEE,AZ,ARIZONA,31.46894444,-109.60375,31.46894444,-109.60375,4150.2,PU,PU,Non-towered,
672.54,E60,ELOY MUNI,ELOY,AZ,ARIZONA,32.80672194,-111.5866264,32.80672194,-111.5866264,1511.1,PU,PU,Non-towered,
674,FLG,FLAGSTAFF PULLIAM,FLAGSTAFF,AZ,ARIZONA,35.14031583,-111.6692414,35.14031583,-111.6692414,7014.7,PU,PU,Towered,
682,FHU,SIERRA VISTA MUNI-LIBBY AAF,FORT HUACHUCA SIERRA VISTA,AZ,ARIZONA,31.58847222,-110.3443889,31.58847222,-110.3443889,4719.1,MR,PU,Towered,
687.1,E63,GILA BEND MUNI,GILA BEND,AZ,ARIZONA,32.96016944,-112.6736375,32.96016944,-112.6736375,788.7,PU,PU,Non-towered,
692.21,GEU,GLENDALE RGNL,GLENDALE,AZ,ARIZONA,33.52691666,-112.2951389,33.52691666,-112.2951389,1071.3,PU,PU,Towered,
694,P13,SAN CARLOS APACHE,GLOBE,AZ,ARIZONA,33.35313888,-110.6673611,33.35313888,-110.6673611,3260.8,PU,PU,Non-towered,
696.71,GYR,PHOENIX GOODYEAR,GOODYEAR,AZ,ARIZONA,33.42327777,-112.3753611,33.42327777,-112.3753611,969.1,PU,PU,Towered,
700.1,GCN,GRAND CANYON NTL PARK,GRAND CANYON,AZ,ARIZONA,35.95236111,-112.1469722,35.95236111,-112.1469722,6608.9,PU,PU,Towered,
700.11,40G,VALLE,GRAND CANYON,AZ,ARIZONA,35.65056527,-112.1480919,35.65056527,-112.1480919,5999,PR,PU,Non-towered,
710,P14,HOLBROOK MUNI,HOLBROOK,AZ,ARIZONA,34.94072222,-110.1385,34.94072222,-110.1385,5261.8,PU,PU,Non-towered,
712.8,0V7,KAYENTA,KAYENTA,AZ,ARIZONA,36.71644444,-110.2284444,36.71644444,-110.2284444,5687.5,PU,PU,Non-towered,
713,E67,KEARNY,KEARNY,AZ,ARIZONA,33.04719444,-110.9090556,33.04719444,-110.9090556,1833,PU,PU,Non-towered,
716,IGM,KINGMAN,KINGMAN,AZ,ARIZONA,35.25947805,-113.9380503,35.25947805,-113.9380503,3448.8,PU,PU,Non-towered,
717.76,HII,LAKE HAVASU CITY,LAKE HAVASU CITY,AZ,ARIZONA,34.57112388,-114.3582769,34.57112388,-114.3582769,782.8,PU,PU,Non-towered,
813,AVQ,MARANA RGNL,MARANA,AZ,ARIZONA,32.40955555,-111.2183889,32.40955555,-111.2183889,2031.5,PU,PU,Non-towered,
728,MZJ,PINAL AIRPARK,MARANA,AZ,ARIZONA,32.50983333,-111.3253333,32.50983333,-111.3253333,1893.1,PU,PU,Non-towered,
728.5,L41,MARBLE CANYON,MARBLE CANYON,AZ,ARIZONA,36.81080555,-111.6444444,36.81080555,-111.6444444,3603,PR,PU,Non-towered,
751.55,A39,AK-CHIN RGNL,MARICOPA,AZ,ARIZONA,32.99054861,-111.9189014,32.99054861,-111.9189014,1307,PU,PU,Non-towered,
728.65,E68,ESTRELLA SAILPORT,MARICOPA,AZ,ARIZONA,33.08532666,-112.1609794,33.08532666,-112.1609794,1273,PR,PU,Non-towered,
729,FFZ,FALCON FLD,MESA,AZ,ARIZONA,33.46084055,-111.7283253,33.46084055,-111.7283253,1394,PU,PU,Towered,
739,OLS,NOGALES INTL,NOGALES,AZ,ARIZONA,31.41772222,-110.8478889,31.41772222,-110.8478889,3955.3,PU,PU,Non-towered,
742.2,PGA,PAGE MUNI,PAGE,AZ,ARIZONA,36.92606944,-111.4483506,36.92606944,-111.4483506,4316.6,PU,PU,Non-towered,
745,P20,AVI SUQUILLA,PARKER,AZ,ARIZONA,34.14983333,-114.2678333,34.14983333,-114.2678333,458.4,PU,PU,Non-towered,
747.1,PAN,PAYSON,PAYSON,AZ,ARIZONA,34.25683583,-111.3392556,34.25683583,-111.3392556,5160.4,PU,PU,Non-towered,
749,1G4,GRAND CANYON WEST,PEACH SPRINGS,AZ,ARIZONA,35.98611111,-113.8169167,35.98611111,-113.8169167,4816.7,PU,PU,Non-towered,
753,IWA,MESA GATEWAY,PHOENIX,AZ,ARIZONA,33.30782388,-111.6554592,33.30782388,-111.6554592,1384.1,PU,PU,Towered,
751.4,DVT,PHOENIX DEER VALLEY,PHOENIX,AZ,ARIZONA,33.68830555,-112.0825556,33.68830555,-112.0825556,1478.1,PU,PU,Towered,
754,PHX,PHOENIX SKY HARBOR INTL,PHOENIX,AZ,ARIZONA,33.43427777,-112.0115833,33.43427777,-112.0115833,1134.8,PU,PU,Towered,1
761,P10,POLACCA,POLACCA,AZ,ARIZONA,35.79161111,-110.4233889,35.79161111,-110.4233889,5573,PU,PU,Non-towered,
763,PRC,PRESCOTT RGNL/ERNEST A LOVE FLD,PRESCOTT,AZ,ARIZONA,34.65483333,-112.4192222,34.65483333,-112.4192222,5045.2,PU,PU,Towered,
782,SAD,SAFFORD RGNL/1LT DUANE SPALSBURY FLD,SAFFORD,AZ,ARIZONA,32.85334111,-109.6350819,32.85334111,-109.6350819,3178.4,PU,PU,Non-towered,
786.2,44A,ROLLE AIRFIELD,SAN LUIS,AZ,ARIZONA,32.51630555,-114.6983889,32.51630555,-114.6983889,163,PU,PU,Non-towered,
786.7,E77,SAN MANUEL,SAN MANUEL,AZ,ARIZONA,32.63644027,-110.6472877,32.63644027,-110.6472877,3271.8,PU,PU,Non-towered,
788,SDL,SCOTTSDALE,SCOTTSDALE,AZ,ARIZONA,33.62288888,-111.9105278,33.62288888,-111.9105278,1510.1,PU,PU,Towered,
788.3,SEZ,SEDONA,SEDONA,AZ,ARIZONA,34.84858916,-111.7884475,34.84858916,-111.7884475,4830.5,PU,PU,Non-towered,
791.1,P23,SELIGMAN,SELIGMAN,AZ,ARIZONA,35.335075,-112.8864972,35.335075,-112.8864972,5237,PU,PU,Non-towered,
793,E78,SELLS,SELLS,AZ,ARIZONA,31.93258333,-111.89425,31.93258333,-111.89425,2409,PU,PU,Non-towered,
794.1,SOW,SHOW LOW RGNL,SHOW LOW,AZ,ARIZONA,34.26547166,-110.0056625,34.26547166,-110.0056625,6415.5,PU,PU,Non-towered,
797,JTC,SPRINGERVILLE MUNI,SPRINGERVILLE,AZ,ARIZONA,34.12941666,-109.3108611,34.12941666,-109.3108611,7055.2,PU,PU,Non-towered,
783,SJN,ST JOHNS INDUSTRIAL AIR PARK,ST JOHNS,AZ,ARIZONA,34.51855555,-109.37875,34.51855555,-109.37875,5736.5,PU,PU,Non-towered,
804,TYL,TAYLOR,TAYLOR,AZ,ARIZONA,34.45273222,-110.1150347,34.45273222,-110.1150347,5823.1,PU,PU,Non-towered,
806.2,U30,TEMPLE BAR,TEMPLE BAR,AZ,ARIZONA,36.02044444,-114.3349167,36.02044444,-114.3349167,1549,PU,PU,Non-towered,
810,P29,TOMBSTONE MUNI,TOMBSTONE,AZ,ARIZONA,31.6713125,-110.0215153,31.6713125,-110.0215153,4733.2,PU,PU,Non-towered,
811.12,T03,TUBA CITY,TUBA CITY,AZ,ARIZONA,36.09263888,-111.3830833,36.09263888,-111.3830833,4513,PU,PU,Non-towered,
818,RYN,RYAN FLD,TUCSON,AZ,ARIZONA,32.14221111,-111.1745792,32.14221111,-111.1745792,2418.9,PU,PU,Towered,
816,TUS,TUCSON INTL,TUCSON,AZ,ARIZONA,32.11706819,-110.9414628,32.11706819,-110.9414628,2643,PU,PU,Towered,
823,E24,WHITERIVER,WHITERIVER,AZ,ARIZONA,33.81060833,-109.9857436,33.81060833,-109.9857436,5153,PU,PU,Non-towered,
827.3,E25,WICKENBURG MUNI,WICKENBURG,AZ,ARIZONA,33.97062933,-112.7950898,33.97062933,-112.7950898,2378.6,PU,PU,Non-towered,
830,P33,COCHISE COUNTY,WILLCOX,AZ,ARIZONA,32.24541666,-109.8946389,32.24541666,-109.8946389,4187.3,PU,PU,Non-towered,
831,CMR,H A CLARK MEML FLD,WILLIAMS,AZ,ARIZONA,35.30549361,-112.1943478,35.30549361,-112.1943478,6690.8,PU,PU,Non-towered,
833.1,RQE,WINDOW ROCK,WINDOW ROCK,AZ,ARIZONA,35.65205555,-109.0673889,35.65205555,-109.0673889,6742,PU,PU,Non-towered,
838,INW,WINSLOW-LINDBERGH RGNL,WINSLOW,AZ,ARIZONA,35.02190972,-110.7225158,35.02190972,-110.7225158,4941.1,PU,PU,Non-towered,
841,NYL,YUMA MCAS/YUMA INTL,YUMA,AZ,ARIZONA,32.65657388,-114.6059872,32.65657388,-114.6059872,213.3,MN,PU,Towered,
1217,A26,ADIN,ADIN,CA,CALIFORNIA,41.1865,-120.9543889,41.1865,-120.9543889,4234,PU,PU,Non-towered,
1219,L70,AGUA DULCE,AGUA DULCE,CA,CALIFORNIA,34.50351483,-118.3131572,34.50351483,-118.3131572,2633,PR,PU,Non-towered,
1234,AAT,ALTURAS MUNI,ALTURAS,CA,CALIFORNIA,41.48286111,-120.5654167,41.48286111,-120.5654167,4378.3,PU,PU,Non-towered,
1234.12,A24,CALIFORNIA PINES,ALTURAS,CA,CALIFORNIA,41.41225972,-120.6838861,41.41225972,-120.6838861,4389,PU,PU,Non-towered,
1244.8,2O3,ANGWIN-PARRETT FLD,ANGWIN,CA,CALIFORNIA,38.58002777,-122.4354722,38.58002777,-122.4354722,1875,PR,PU,Non-towered,
1248.1,APV,APPLE VALLEY,APPLE VALLEY,CA,CALIFORNIA,34.57533138,-117.1861881,34.57533138,-117.1861881,3061.5,PU,PU,Non-towered,
1255.1,ACV,CALIFORNIA REDWOOD COAST-HUMBOLDT COUNTY,ARCATA/EUREKA,CA,CALIFORNIA,40.97782638,-124.1084692,40.97782638,-124.1084692,222.3,PU,PU,Non-towered,
1886.3,MER,CASTLE,ATWATER,CA,CALIFORNIA,37.38048444,-120.5681864,37.38048444,-120.5681864,190.4,PU,PU,Towered,
1273,AUN,AUBURN MUNI,AUBURN,CA,CALIFORNIA,38.95481972,-121.0817292,38.95481972,-121.0817292,1538.2,PU,PU,Non-towered,
1276,AVX,CATALINA,AVALON,CA,CALIFORNIA,33.40499722,-118.4157694,33.40499722,-118.4157694,1602,PR,PU,Non-towered,
1286.1,0O2,BAKER,BAKER,CA,CALIFORNIA,35.28627777,-116.0813611,35.28627777,-116.0813611,922,PU,PU,Non-towered,
1289.1,L45,BAKERSFIELD MUNI,BAKERSFIELD,CA,CALIFORNIA,35.32487472,-118.9960219,35.32487472,-118.9960219,378.3,PU,PU,Non-towered,
1291,BFL,MEADOWS FLD,BAKERSFIELD,CA,CALIFORNIA,35.43386111,-119.0576667,35.43386111,-119.0576667,509.6,PU,PU,Towered,
1297,BNG,BANNING MUNI,BANNING,CA,CALIFORNIA,33.92255555,-116.8509722,33.92255555,-116.8509722,2222.4,PU,PU,Non-towered,
1307,O02,NERVINO,BECKWOURTH,CA,CALIFORNIA,39.81852777,-120.3528056,39.81852777,-120.3528056,4899.9,PU,PU,Non-towered,
1318,O55,SOUTHARD FLD,BIEBER,CA,CALIFORNIA,41.13954027,-121.12405,41.13954027,-121.12405,4163,PU,PU,Non-towered,
1323,L35,BIG BEAR CITY,BIG BEAR CITY,CA,CALIFORNIA,34.26377777,-116.8560278,34.26377777,-116.8560278,6752.4,PU,PU,Non-towered,
1327,BIH,BISHOP,BISHOP,CA,CALIFORNIA,37.37311111,-118.3636111,37.37311111,-118.3636111,4124.3,PU,PU,Non-towered,
1336,BLH,BLYTHE,BLYTHE,CA,CALIFORNIA,33.61916666,-114.7168889,33.61916666,-114.7168889,399.6,PU,PU,Non-towered,
1340.25,D83,BOONVILLE,BOONVILLE,CA,CALIFORNIA,39.0139528,-123.3815533,39.0139528,-123.3815533,378.5,PU,PU,Non-towered,
1340.3,L08,BORREGO VALLEY,BORREGO SPRINGS,CA,CALIFORNIA,33.25902777,-116.3209722,33.25902777,-116.3209722,522.2,PU,PU,Non-towered,
1342,BWC,BRAWLEY MUNI,BRAWLEY,CA,CALIFORNIA,32.9929375,-115.5172633,32.9929375,-115.5172633,-127.8,PU,PU,Non-towered,
1346,O57,BRYANT FLD,BRIDGEPORT,CA,CALIFORNIA,38.26465363,-119.2227311,38.26465363,-119.2227311,6471.7,PU,PU,Non-towered,
1353,BUR,BOB HOPE,BURBANK,CA,CALIFORNIA,34.20069444,-118.3586667,34.20069444,-118.3586667,778,PU,PU,Towered,
1356.1,L62,ELK HILLS-BUTTONWILLOW,BUTTONWILLOW,CA,CALIFORNIA,35.35344444,-119.4797222,35.35344444,-119.4797222,326,PU,PU,Non-towered,
1356.5,C83,BYRON,BYRON,CA,CALIFORNIA,37.82844444,-121.6258333,37.82844444,-121.6258333,78.5,PU,PU,Non-towered,
1358,CXL,CALEXICO INTL,CALEXICO,CA,CALIFORNIA,32.66744444,-115.5175833,32.66744444,-115.5175833,5.7,PU,PU,Non-towered,
1360,L71,CALIFORNIA CITY MUNI,CALIFORNIA CITY,CA,CALIFORNIA,35.15125,-118.0166667,35.15125,-118.0166667,2453.5,PU,PU,Non-towered,
1363,CLR,CLIFF HATFIELD MEML,CALIPATRIA,CA,CALIFORNIA,33.13133333,-115.5213889,33.13133333,-115.5213889,-181.8,PU,PU,Non-towered,
1369.1,CMA,CAMARILLO,CAMARILLO,CA,CALIFORNIA,34.21375833,-119.0943542,34.21375833,-119.0943542,76.8,PU,PU,Towered,
1369.8,O61,CAMERON PARK,CAMERON PARK,CA,CALIFORNIA,38.684,-120.9875278,38.684,-120.9875278,1287.3,PU,PU,Non-towered,
1376.1,CRQ,MC CLELLAN-PALOMAR,CARLSBAD,CA,CALIFORNIA,33.12825,-117.2800833,33.12825,-117.2800833,330.5,PU,PU,Towered,
1384,O59,CEDARVILLE,CEDARVILLE,CA,CALIFORNIA,41.55361111,-120.1656111,41.55361111,-120.1656111,4623,PU,PU,Non-towered,
1390,49X,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,CA,CALIFORNIA,34.52888888,-114.4319722,34.52888888,-114.4319722,638.3,PU,PU,Non-towered,
1392,O05,ROGERS FLD,CHESTER,CA,CALIFORNIA,40.28236111,-121.2411667,40.28236111,-121.2411667,4534.4,PU,PU,Non-towered,
1395,CIC,CHICO RGNL,CHICO,CA,CALIFORNIA,39.79538888,-121.8584167,39.79538888,-121.8584167,240.2,PU,PU,Towered,
1398,CNO,CHINO,CHINO,CA,CALIFORNIA,33.9747793,-117.6364828,33.9747793,-117.6364828,650,PU,PU,Towered,
1399,L77,CHIRIACO SUMMIT,CHIRIACO SUMMIT,CA,CALIFORNIA,33.66481111,-115.7104139,33.66481111,-115.7104139,1710.7,PU,PU,Non-towered,
1400.5,2O6,CHOWCHILLA,CHOWCHILLA,CA,CALIFORNIA,37.11327777,-120.247,37.11327777,-120.247,243,PU,PU,Non-towered,
1411.1,O60,CLOVERDALE MUNI,CLOVERDALE,CA,CALIFORNIA,38.77627777,-122.9926111,38.77627777,-122.9926111,275.9,PU,PU,Non-towered,
1419.12,3O8,HARRIS RANCH,COALINGA,CA,CALIFORNIA,36.24811111,-120.2384722,36.24811111,-120.2384722,470,PR,PU,Non-towered,
1419.13,C80,NEW COALINGA MUNI,COALINGA,CA,CALIFORNIA,36.16211111,-120.2948333,36.16211111,-120.2948333,624.8,PU,PU,Non-towered,
1429,O22,COLUMBIA,COLUMBIA,CA,CALIFORNIA,38.03041666,-120.4145556,38.03041666,-120.4145556,2120.7,PU,PU,Non-towered,
1431.1,O08,COLUSA COUNTY,COLUSA,CA,CALIFORNIA,39.179,-121.9933333,39.179,-121.9933333,49,PU,PU,Non-towered,
1434,CPM,COMPTON/WOODLEY,COMPTON,CA,CALIFORNIA,33.88991666,-118.2438056,33.88991666,-118.2438056,98.7,PU,PU,Non-towered,
1437,CCR,BUCHANAN FLD,CONCORD,CA,CALIFORNIA,37.98965666,-122.0569022,37.98965666,-122.0569022,25.6,PU,PU,Towered,
1443,0O4,CORNING MUNI,CORNING,CA,CALIFORNIA,39.94610805,-122.1711167,39.94610805,-122.1711167,295.4,PU,PU,Non-towered,
1447.3,AJO,CORONA MUNI,CORONA,CA,CALIFORNIA,33.89765408,-117.6024398,33.89765408,-117.6024398,533,PU,PU,Non-towered,
1458,O09,ROUND VALLEY,COVELO,CA,CALIFORNIA,39.7905,-123.2663333,39.7905,-123.2663333,1434,PU,PU,Non-towered,
1464,CEC,JACK MC NAMARA FLD,CRESCENT CITY,CA,CALIFORNIA,41.78016666,-124.2365278,41.78016666,-124.2365278,60.7,PU,PU,Non-towered,
1479,DAG,BARSTOW-DAGGETT,DAGGETT,CA,CALIFORNIA,34.85372222,-116.7866944,34.85372222,-116.7866944,1930,PU,PU,Non-towered,
1488.1,EDU,UNIVERSITY,DAVIS,CA,CALIFORNIA,38.53146222,-121.7864639,38.53146222,-121.7864639,69.5,PU,PU,Non-towered,
1488,DWA,YOLO COUNTY,DAVIS/WOODLAND/WINTERS,CA,CALIFORNIA,38.57938888,-121.8569444,38.57938888,-121.8569444,100,PU,PU,Non-towered,
1494.61,L06,FURNACE CREEK,DEATH VALLEY NATIONAL PARK,CA,CALIFORNIA,36.4605,-116.8798056,36.4605,-116.8798056,-210,PU,PU,Non-towered,
1494.62,L09,STOVEPIPE WELLS,DEATH VALLEY NATIONAL PARK,CA,CALIFORNIA,36.60383333,-117.1592222,36.60383333,-117.1592222,25,PU,PU,Non-towered,
1497,DLO,DELANO MUNI,DELANO,CA,CALIFORNIA,35.74555555,-119.2365,35.74555555,-119.2365,316.3,PU,PU,Non-towered,
1508,D63,DINSMORE,DINSMORE,CA,CALIFORNIA,40.49204888,-123.5982214,40.49204888,-123.5982214,2392.8,PU,PU,Non-towered,
1512,A32,BUTTE VALLEY,DORRIS,CA,CALIFORNIA,41.88725,-121.9755833,41.88725,-121.9755833,4243.1,PU,PU,Non-towered,
1521,1O6,DUNSMUIR MUNI-MOTT,DUNSMUIR,CA,CALIFORNIA,41.26291944,-122.2720375,41.26291944,-122.2720375,3261.4,PU,PU,Non-towered,
1539,EMT,SAN GABRIEL VALLEY,EL MONTE,CA,CALIFORNIA,34.08600888,-118.0348453,34.08600888,-118.0348453,295.6,PU,PU,Towered,
1548,BLU,BLUE CANYON - NYACK,EMIGRANT GAP,CA,CALIFORNIA,39.27497222,-120.70975,39.27497222,-120.70975,5283.5,PU,PU,Non-towered,
1559.1,O19,KNEELAND,EUREKA,CA,CALIFORNIA,40.71895194,-123.9272169,40.71895194,-123.9272169,2741,PU,PU,Non-towered,
1560,EKA,MURRAY FLD,EUREKA,CA,CALIFORNIA,40.80339805,-124.1127903,40.80339805,-124.1127903,10.9,PU,PU,Non-towered,
1561,O33,SAMOA FLD,EUREKA,CA,CALIFORNIA,40.78086111,-124.2122778,40.78086111,-124.2122778,20,PU,PU,Non-towered,
1569,O89,FALL RIVER MILLS,FALL RIVER MILLS,CA,CALIFORNIA,41.01736111,-121.4349722,41.01736111,-121.4349722,3328,PU,PU,Non-towered,
1568.5,L18,FALLBROOK COMMUNITY AIRPARK,FALLBROOK,CA,CALIFORNIA,33.35467416,-117.2502853,33.35467416,-117.2502853,710.9,PU,PU,Non-towered,
1569.3,L73,POSO-KERN COUNTY,FAMOSO,CA,CALIFORNIA,35.59638888,-119.1282778,35.59638888,-119.1282778,635,PU,PU,Non-towered,
1570.41,F34,FIREBAUGH,FIREBAUGH,CA,CALIFORNIA,36.85998861,-120.4644675,36.85998861,-120.4644675,157.2,PU,PU,Non-towered,
1583,A30,SCOTT VALLEY,FORT JONES,CA,CALIFORNIA,41.55777777,-122.8549444,41.55777777,-122.8549444,2728,PU,PU,Non-towered,
1586,FOT,ROHNERVILLE,FORTUNA,CA,CALIFORNIA,40.55394138,-124.1326556,40.55394138,-124.1326556,392.7,PU,PU,Non-towered,
1588,F72,FRANKLIN FLD,FRANKLIN,CA,CALIFORNIA,38.304,-121.4293056,38.304,-121.4293056,23.1,PU,PU,Non-towered,
1590,FCH,FRESNO CHANDLER EXEC,FRESNO,CA,CALIFORNIA,36.73212416,-119.8203325,36.73212416,-119.8203325,279.8,PU,PU,Non-towered,
1591,FAT,FRESNO YOSEMITE INTL,FRESNO,CA,CALIFORNIA,36.77655555,-119.7188333,36.77655555,-119.7188333,335.5,PU,PU,Towered,
1591.5,E79,SIERRA SKY PARK,FRESNO,CA,CALIFORNIA,36.84016666,-119.8693889,36.84016666,-119.8693889,321,PR,PU,Non-towered,
1593,FUL,FULLERTON MUNI,FULLERTON,CA,CALIFORNIA,33.87201416,-117.9797842,33.87201416,-117.9797842,96,PU,PU,Towered,
1599.1,O16,GARBERVILLE,GARBERVILLE,CA,CALIFORNIA,40.08543972,-123.8141469,40.08543972,-123.8141469,550.9,PU,PU,Non-towered,
1606,0O9,WARD FLD,GASQUET,CA,CALIFORNIA,41.84558333,-123.9847778,41.84558333,-123.9847778,356,PU,PU,Non-towered,
1608.7,E36,GEORGETOWN,GEORGETOWN,CA,CALIFORNIA,38.92111111,-120.8648056,38.92111111,-120.8648056,2624.9,PU,PU,Non-towered,
1626,GOO,NEVADA COUNTY,GRASS VALLEY,CA,CALIFORNIA,39.22406027,-121.0025492,39.22406027,-121.0025492,3157.7,PU,PU,Non-towered,
1635.61,E45,PINE MOUNTAIN LAKE,GROVELAND,CA,CALIFORNIA,37.86166666,-120.1785556,37.86166666,-120.1785556,2932.6,PU,PU,Non-towered,
1635.85,E55,OCEAN RIDGE,GUALALA,CA,CALIFORNIA,38.8017075,-123.5305522,38.8017075,-123.5305522,933.6,PR,PU,Non-towered,
1636,3O1,GUSTINE,GUSTINE,CA,CALIFORNIA,37.26055555,-120.96425,37.26055555,-120.96425,79.2,PU,PU,Non-towered,
1638,HAF,HALF MOON BAY,HALF MOON BAY,CA,CALIFORNIA,37.51344444,-122.5011667,37.51344444,-122.5011667,66.3,PU,PU,Non-towered,
1641,HJO,HANFORD MUNI,HANFORD,CA,CALIFORNIA,36.31672222,-119.6276667,36.31672222,-119.6276667,239.5,PU,PU,Non-towered,
1645,36S,HAPPY CAMP,HAPPY CAMP,CA,CALIFORNIA,41.79067944,-123.3889444,41.79067944,-123.3889444,1209,PU,PU,Non-towered,
1647,HHR,JACK NORTHROP FLD/HAWTHORNE MUNI,HAWTHORNE,CA,CALIFORNIA,33.92286111,-118.3350833,33.92286111,-118.3350833,65.9,PU,PU,Towered,
1650.01,F62,HAYFORK,HAYFORK,CA,CALIFORNIA,40.547,-123.1796389,40.547,-123.1796389,2333.8,PU,PU,Non-towered,
1651,HWD,HAYWARD EXEC,HAYWARD,CA,CALIFORNIA,37.65893166,-122.1217389,37.65893166,-122.1217389,52.1,PU,PU,Towered,
1651.7,HES,HEALDSBURG MUNI,HEALDSBURG,CA,CALIFORNIA,38.65285916,-122.8986415,38.65285916,-122.8986415,280,PU,PU,Non-towered,
1654,HMT,HEMET-RYAN,HEMET,CA,CALIFORNIA,33.73402777,-117.0223056,33.73402777,-117.0223056,1514.8,PU,PU,Non-towered,
1661,H37,HERLONG,HERLONG,CA,CALIFORNIA,40.13872222,-120.1799722,40.13872222,-120.1799722,4062,PU,PU,Non-towered,
1662,L26,HESPERIA,HESPERIA,CA,CALIFORNIA,34.37694444,-117.3160556,34.37694444,-117.3160556,3390,PR,PU,Non-towered,
1668,CVH,HOLLISTER MUNI,HOLLISTER,CA,CALIFORNIA,36.8933475,-121.4102736,36.8933475,-121.4102736,230.6,PU,PU,Non-towered,
1671,L04,HOLTVILLE,HOLTVILLE,CA,CALIFORNIA,32.84494444,-115.2685,32.84494444,-115.2685,59,PU,PU,Non-towered,
1674,O21,HOOPA,HOOPA,CA,CALIFORNIA,41.04147222,-123.6678056,41.04147222,-123.6678056,356,PU,PU,Non-towered,
